bnf_code,bnf_name,items
22802658003,Leg bag sleeve extra large,41
23965909636,Esteem+ soft convex urostomy bag 50mm plateau 25mm,37
23941010034,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, mini 50mm",27
0103010T0AAAPAP,Ranitidine 75mg tablets,83
23305951103,Vanilla Blush Level 2/3 female support vest XXXXX large white,28
0205052Q0BBACAC,Micardis 20mg tablets,87
0408010ALBBAAAA,Briviact 10mg tablets,71
0702020F0BBAMAN,Canesten Oral & Cream Duo,501
0407020AHBBADAD,Tapimio 200mg modified-release capsules,32
23945609510,"Welland Aura 2 two piece ostomy system colostomy bag with Dual Carb 2 filter, midi 45mm",75
1404000F0BQAAAZ,Infanrix Hexa vacc inj 0.5ml pre-filled syringes,26
0802020T0AAANAN,Tacrolimus 1mg modified-release capsules,56
20200000258,Skinnies Silk top 11-14 years,31
0206020F0BEABAC,Felotens XL 10mg tablets,94
0106040M0BBAIAB,Movicol Paediatric Plain oral powder 6.9g sachets,444103
0802010G0AAAEAE,Azathioprine 50mg tablets,540903
0408010W0BBAKA1,Epilim Chrono 300 tablets,275867
0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution,350721
1302020E0BGAAAL,Sudocrem antiseptic healing cream,115754
21012600159,NovoPen 6 hypodermic insulin inj pen reusable for 3ml cartridge 1 unit dial up/range 1-60 unit blue,94246
0202040D0AAAAAA,Amiloride 5mg / Bumetanide 1mg tablets,3269
23152081500,GB Soft Skin No Sting medical adhesive remover aerosol,23857
130201000BBKKCD,Oilatum Junior cream,22829
0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,587
1302011L0BEAAAD,Oilatum Plus bath additive,33354
0601011P0BBAAAA,Apidra 100units/ml solution for injection 10ml vials,3939
0409010H0AAASAS,Ropinirole 6mg modified-release tablets,12524
0407020ADAAATAT,Oxycodone 5mg tablets,7214
0204000ABAAADAD,Nebivolol 1.25mg tablets,26875
0913021E0BCAAAB,Fortini liquid (2 flavours),6389
190205500BCMIA0,Senset Skin Cleansing Foam,6111
0407020ADBBAAAA,OxyNorm liquid 5mg/5ml oral solution,34762
0106040R0BDAAAF,Micolette Micro-enema 5ml,483
0914011A0BBAAAA,Nutrison 800 Complete Multi Fibre liquid,6312
20031700317,UrgoStart plus Absorb dressing 10cm x 10cm square,424
21300000970,Puroptics Hypromellose 0.5% eye drops,10387
21020001172,HydroSil rose catheter female 10Ch-18Ch,1138
1203020H0AAAAAA,Miconazole 20mg/g oromucosal gel sugar free,42477
0206010F0BKAABH,Transiderm-Nitro 5 transdermal patches,233
23941009670,"Assura Inspire two piece ostomy system ileo bag with filter & Hide-Away outlet, midi soft cover 40mm",43
20030100105,Mesorb dressing 10cm x 10cm,1413
0402010ABBHACAW,Zaluron XL 200mg tablets,18839
0602010M0AAAQAQ,Liothyronine 10microgram tablets,5673
23804108011,Salts stoma paste,1412
040201060AAAEAE,Olanzapine 5mg oral lyophilisates sugar free,1652
0406000P0AAABAB,Metoclopramide 10mg/2ml solution for injection ampoules,20138
20050500018,Provox TubeHolder tracheostomy tube holder,856
20030400080,Comfeel Plus dressing 10cm x 10cm square,1686
23353453778,"Pelican Platinum convex colostomy bag with filter, standard 15-60mm clear",103
0407020ADBCAAAF,OxyContin 10mg modified-release tablets,13179
20031700172,KerraMaxCare Border Adhesive dressing 16cm x 26cm rectangular,538
22506155000,Ugo 5C sterile leg bag with lever tap 350ml direct inlet,284
0402010X0AAAKAK,Trifluoperazine 5mg/5ml oral solution sugar free,10027
23354103814,"Confidence BE colostomy bag with filter and overlap, mini 13-55mm black",1240
1105000E0AAAFAF,Cyclopentolate 1% eye dps 0.5ml unit dose preservative free,1404
22502655014,LINC-Flo sterile leg bag with lever tap direct inlet 500ml,1790
0605010S0BBAKAF,Genotropin 5.3mg inj cartridges,4290
22606156003,Ugo 12 sterile drainable night drainage bag,7923
21270002792,Juzo Move class 1 (18-21mmHg) below knee closed toe with silicone adhesive border,475
21300000930,Viscotears Tri Action eye drops preservative free,1399
0906060Q0AAASAS,Phytomenadione 2mg/0.2ml solution for injection ampoules,2695
23940109748,"Conform 2 two piece ostomy system colostomy bag with filter and QuietWear film, maxi 55mm",698
0906040G0AACICI,Colecalciferol 400units/dose oral spray sugar free,2655
21160000107,Sodium chloride 0.9% irrigation solution 20ml unit dose (Generics UK),4000
23354103851,"Confidence BE soft convex colostomy bag with filter and overlap, large 13mm-38mm stone",579
21270000452,Haddenham Veni class 1 (18-21mmHg) thigh length closed toe with grip top,157
20030600265,Allevyn Ag Adhesive dressing 10cm x 10cm square,568
23353353707,"Option Alginate low profile soft convex colostomy bag with filter, plus 40mm plateau 20-40mm",28
23940709663,Nova 2 two piece ostomy system convex 55mm flange 35mm,127
21200000174,VenoTrain UlcerTec 39 medical stocking and compression liner,45
0206020B0AAABAB,Trimetazidine 35mg modified-release tablets,866
21010220114,Acapella Choice Blue mucus clearance device,1825
0913104A0BCAAAB,Similac High Energy liquid,6611
21270000395,Sigvaris Basic liner calf,556
23604806245,"Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard 32mm opaque",141
040801060AACTCT,Clobazam 20mg tablets,623
21020001310,Hi-Slip Plus hydrophilic catheter male 8CH-24Ch,4309
23354103898,"Confidence BE colostomy bag with filter and overlap, large 13-75mm stone",574
0402010C0BCABAB,Denzapine 100mg tablets,219
20031600103,Aquacel Foam dressing (non-adhesive) 20cm x 20cm,1339
22900759003,Male draining jug,125
23965609649,Welland Aura urostomy bag midi 13-55mm clear,708
20090000550,Elasticated tubular bandage BP 4.5cm size A,148
20030100641,365 Non Woven Island dressing 6cm x 8cm,354
23350103700,"Moderma Flex colostomy bag with filter, oval barrier and QuietWear film, maxi 15-65/75mm",258
21270002879,Sigvaris Active Leisure (15-20mmHg) below knee closed toe male,463
23600706202,InVent Symmetrical Convex ileostomy bag with filter opaque 15-46mm,133
23351003761,Assura Inspire Soft Seal convex colostomy bag midi soft cover 25mm,80
23941009667,"Assura Inspire two piece ostomy system ileo bag with filter and Hide-Away outlet, maxi opaque 60mm",341
23602406008,Chiron rubber ileostomy day bag 38mm,47
22502955002,Bendi non-sterile leg bag with swing tap 12cm inlet 1.3 litre,211
0601060D0EMAAA0,OKmeter Core testing strips,61
0913271B0BFACAR,Lifestyle gluten free white bread rolls,55
0913205L0BBADAC,Glytactin RTD Lite 15 liquid (2 flavours),99
23355603686,"Welland FreeStyle colostomy bag with Dual Carb filter, medium 13mm beige",69
23300263353,Suportx breathable tube ostomy belt large 26cm skin,129
23600106277,"Moderma Flex soft convex ileostomy bag with filter and Lock 'n' Roll closure, midi 13-25mm",106
0605010S0AAAXAX,Somatropin (rbe) 800microgram inj pf dispos dev,51
23355603516,Welland colostomy bag with filter 32mm beige,66
23300000049,Suportx shield ostomy belt with Easy Peel fastening extra large 20cm right shield black,57
0208010D0AAAHAH,Enoxaparin sodium 300mg/3ml solution for injection vials,33
23301023222,Comfizz Level III multisupport belt extra large,33
0208020AABBAAAA,Lixiana 15mg tablets,21
23941010069,SenSura Mio Flex two piece ostomy system light convex baseplate 35mm 10-20mm,137
23355603906,Welland Aura Profile colostomy bag maxi plus 60mm beige,91
23965909739,"Confidence BE soft convex urostomy bag with cover on both sides, large 13mm-38mm stone",108
0411000F0BGABAF,Lotprosin XL 16mg capsules,28
0801030P0AAFJFJ,Methotrexate 12.5mg/0.5ml inj pre-filled syringes,94
21020000883,SpeediCath catheter boy 6Ch,84
23351003730,"Assura Inspire Seal convex colostomy bag with filter, midi 15-33mm",26
0605010N0AAAFAF,Menotrophin 150unit inj vials,21
23301023020,Comfizz Level I unisex support boxers large/extra large white,32
0601021M0BMAAAM,Vamju 30mg modified-release tablets,34
0212000X0AAAAAA,Pravastatin 10mg tablets,608100
0601021M0AAARAR,Gliclazide 40mg tablets,1608518
1502010J0AABUBU,Lidocaine 20mg/2ml (1%) solution for injection ampoules,256501
1001030U0BEAWCB,Metoject PEN 25mg/0.5ml inj pre-filled pens,58392
21220000100,Epaderm ointment,298916
0407020Q0AAABAB,Morphine sulfate 10mg/1ml solution for injection ampoules,233222
0206020C0BJAEAE,Angitil XL 300 capsules,7650
22600956001,Prosys non-drainable night drainage bag,21556
0403010F0AAAAAA,Clomipramine 10mg capsules,38327
20031000015,CarboFlex dressing 10cm x 10cm,2500
0401010B0AABSBS,Chloral hydrate 500mg/5ml oral solution/mixture BP 2000,9365
0102000T0BCAAAA,Mintec 0.2ml gastro-resistant capsules,22388
20033000377,Mepilex Border Comfort Lite dressing 10cm x 10cm,4259
21280000179,Qufora IrriSedo Flow 30 irrigation set,9589
0913261B0BBAAAA,Taranis low protein apricot cake,726
23941009666,"Assura Inspire two piece ostomy system ileo bag with filter and Hide-Away outlet, maxi opaque 50mm",598
21180000100,SomaErect Response II vacuum pump,5284
23850908508,Hyperseal washer with Manuka honey 19mm (50mm outer diameter) 2.5mm,7511
0601022B0BMACAT,Sukkarto SR 750mg tablets,25438
0408010AEBBACAC,Lyrica 75mg capsules,5770
22600506000,Uriplan drainable night drainage bag,17311
1104020Y0AAAAAA,Ketotifen 250micrograms/ml eye drops,9296
23601006394,"SenSura Mio Concave ileostomy bag with filter, midi 10-40mm",977
0604011P0AAABAB,Conjugated oestrogens 625microgram tablets,19368
1311030A0BGACA0,Cetaphil gentle skin cleanser,11042
20090000939,CliniFast stockinette 7.5cm,31142
0408010D0AAAEAE,Oxcarbazepine 60mg/ml oral suspension sugar free,5034
0202030Y0AAAAAA,Finerenone 10mg tablets,5578
21020001188,SpeediCath Compact Set catheter female 10Ch,8216
0109040N0BBABAG,Pancrex V capsules,3037
0913271A0BFADAU,Juvela gluten free fresh white loaf sliced,29958
0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,22205
23601006383,"SenSura Mio soft convex high output ileostomy bag with filter, extra large 10-50mm neutral grey",717
23453374519,Neutralise Clean Fresh Mint Drops,5444
0403020K0AAACAC,Moclobemide 300mg tablets,3430
0208010W0AAALAL,"Tinzaparin sodium 3,500units/0.35ml inj pre-filled syringes",2207
1106000AEBDAAAB,Visutrax 40micrograms/ml eye drops 0.1ml unit dose,4193
0401010P0AAACAC,Lormetazepam 1mg tablets,7392
090101100BBCEA0,Spatone Apple with Vitamin C 25ml sachets,1838
20031600128,Aquacel Ag Foam dressing (non-adhesive) 15cm x 15cm,585
0913011J0BFAHAC,Fresubin YOcreme dessert lemon,378
20031700026,UrgoClean Pad dressing 10cm x 10cm square,8420
23351003821,"SenSura colostomy bag with dual filter and split film, maxi soft cover 10-76mm",4167
23050600508,Shelter Safe-Seal ostomy plaster,977
20030900079,Allevyn Gentle Border dressing 10cm x 30cm,658
140400070BCAAAA,Ambirix vacc inj 1ml pre-filled syringes,2741
21010900809,Mylife Penfine Classic hypod ins needles for pre-filled /reusable pen injectors screw on 6mm/32gauge,7799
22303953050,Freedom sheath standard,137
23603356255,Option Alginate convex ileostomy bag with filter and soft touch closure 45mm diameter 20mm,1861
0914021C0BBAAAC,Frebini Original Fibre liquid,448
23941009976,SenSura Click Soft Seal two piece ostomy system convex baseplate 60mm 15-43mm,221
21360000100,Appeel Sterile medical adhesive remover 5ml sachets,6716
23944809542,"Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, small 45mm opaque",229
23940109667,Conform 2 two piece ostomy system FlexWear convex floating flange + adhesive border 45mm stoma 25mm,66
21300000954,AaqEye HA 0.1% eye drops,771
23944809488,Combihesive Natura two piece ostomy system combihesive flange 57mm,2415
20020200930,Actico bandage 10cm x 6m,11249
20030100197,Tegaderm IV Advanced dressing with securing tapes 7cm x 8.5cm,959
0913261D0BCAAAA,VitaBite bar,1439
1001010C0BPAAAR,Motifene 75mg modified-release capsules,983
20050200343,Provox protector Air large blue,275
0206020M0AAABAB,Nimodipine 30mg tablets,685
21270001187,Haddenham Pertex custom fit class 2 (23-32mmHg) armsleeve wrist to axilla,59
21280000120,Aquaflush Mini - Compact System starter set,28
0913011C0BDAEAJ,EnergieShake Powder oral powder 57g sachets strawberry,372
20030400130,Hydrocoll Border (bevelled edge) dressing 5cm x 5cm square,86
1103010S0AAAAAA,Propamidine 0.1% eye drops,132
21270000889,Sigvaris Essential Thermoregulating class 3 (34-46mmHg) below knee closed toe,110
21020000826,InstantCath catheter female 10Ch-14Ch,437
0402020AABBAAAA,Risperdal Consta 25mg inj vials,1375
23355603796,"Welland FreeStyle Vie colostomy bag with Dual Carb filter, large 25mm clear",40
20030100544,Clearpore dressing 10cm x 20cm,456
0601040E0AABHBH,Diazoxide 250mg/5ml oral suspension,309
20031500078,Confidence wound drainage bag for horizontal wounds small,65
21270001682,Jobst FarrowWrap (30-40mmHg) strong thighpiece,260
1001010P0BCABAE,Naprosyn 500mg tablets,860
21270000768,Juxta-Fit lower legging extra wide calf 36cm,526
23153371505,Peel adhesive remover wipes,929
0913205D0BBADAA,PKU express plus15 powder 25g sachets unflavoured,250
21270002890,Juzo Classic Seamless class 1 (18-21mmHg) combined armsleeve with grip top and mitten max,33
23603356320,Option Primo ileostomy bag with filter and soft covering to one side 20-60mm,112
20030900124,Allevyn Gentle Border Lite dressing 10cm x 20cm,337
23353453792,"Pelican Platinum with Vitamin E colostomy bag with filter, standard 35mm clear",44
20020200967,Hospiform bandage 10cm x 4m,614
21270000538,Altiven class 2 (23-32mmHg) made to measure below knee open toe,106
23601006353,"SenSura Mio ileostomy bag with filter, midi 30mm neutral grey",171
23350703787,NovaLife 1 convex colostomy bag midi opaque 10-46mm,131
20090000769,Eesiban ESTS bandage 7.5cm size D,36
21270000788,ActiLymph MTM Dura closed toe for lymphoedema garment,234
21270002795,Juzo Move class 2 (23-32mmHg) below knee open toe with silicone adhesive border,85
23355903708,"Welland Aura Plus soft convex colostomy bag with filter, midi 13mm-48mm clear",132
20031700281,UrgoStart plus Border dressing 20cm x 20cm sacrum,118
20030900307,Biatain Silicone Lite dressing 5cm x 12.5cm,320
0908010E0AAAAAA,Mercaptamine 50mg capsules,31
21012600188,UroShield Actuator device,152
0101021C0AACXCX,Calcium carbonate 600mg/5ml oral suspension,240
23351003701,"Assura Inspire colostomy bag with filter, midi 20-65mm transparent",112
23350703673,Nova Mini colostomy bag 35mm,118
0703050A0BFAAAB,Emerres 1.5mg tablets,224
21410000120,HydroClean advance mini dressing 3cm round,330
23940709723,Nova 2 High Output two piece ostomy system ileostomy bag with filter clear 70mm,194
23943459457,"Pelican Platinum two piece ostomy system colostomy bag with filter, standard",240
21010900880,InsuJet nozzle pack 5 pieces,203
0901020G0AABZBZ,Folic acid 2.5mg/5ml oral liquid,161
0408010W0BIAABP,Episenta 300mg/3ml solution for injection ampoules,36
0408010ANBBACAC,Ontozry 150mg tablets,88
23300000039,Suportx shield ostomy belt with Easy Peel fastening extra large 20cm left shield skin,34
23855908502,Varimate Resist washer small,163
23305951076,Vanilla Blush Level 2/3 unisex support vest XX large black,81
23964109732,Confidence Supersoft convex urostomy bag 35mm,68
20030900462,ActivHeal Silicone Foam Lite dressing 7.5cm x 7.5cm,59
23301023163,Comfizz Level I waistband with silicone grip extra large/XX large neutral,38
0408010N0AACNCN,Phenobarbital 100mg/5ml oral liquid,33
23965609642,Welland FreeStyle Vie Curvex urostomy bag large plateau 13-43mm beige,43
21011200406,"GBUK ring pessary size 6, 83mm diameter, silicone without support",24
1404000N0AAAFAF,Rabies vacc inj 1ml pre-filled syringes,100
20050600149,"Provox Life LaryTube 27mm length (standard) 10.5mm inner, 13.5mm outer",65
0101010I0BFABAB,Magdose 100mg capsules,28
0408010AEBCADAC,Rewisca 75mg capsules,51
0205040D0AAACAC,Doxazosin 4mg tablets,3373241
0501130H0AAAAAA,Methenamine hippurate 1g tablets,309623
0601022B0AAAVAV,Metformin 1g modified-release tablets,2651653
0408010AEAAADAD,Pregabalin 100mg capsules,1394975
21220000214,Zerobase 11% cream,984995
0501050A0AAADAD,Azithromycin 500mg tablets,149935
0208020V0AAASAS,Warfarin 500microgram tablets,241186
0601012X0BBABAB,Levemir FlexPen 100units/ml inj 3ml pre-filled pens,355920
0205052Q0AAAAAA,Telmisartan 40mg tablets,137759
20020200824,K-Lite Long bandage 10cm x 5.25m,23960
1302020D0BBAAAC,Conotrane cream,24818
21300000925,Eyeaze 0.1% eye drops preservative free,47804
20050500022,FreeVent neckband 2 piece large,4961
1306020J0AAABAB,Isotretinoin 20mg capsules,36441
1201010ACAAABAB,Ciprofloxacin 2mg/ml ear dps 0.25ml ud preservative free,44865
21220000128,Hydromol Bath & Shower emollient,84262
0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials,140224
22604106000,Drainable night drainage bag 2 litre (ZL0400),3238
0402010A0AAAEAE,Amisulpride 400mg tablets,39888
22502085001,Libra sterile leg bag short tube 500ml,28365
190205500BBEJA0,Eucerin ATOControl Bath & Shower oil,2611
1304000V0CRAACH,Daktacort Hydrocortisone cream,5929
0409010K0AAAFAF,Co-beneldopa 25mg/100mg modified-release capsules,81769
21270000229,Mediven Plus class 2 (23-32mmHg) below knee open toe extra wide,1397
23601006325,"SenSura ileostomy bag with dual filter, Hide-Away outlet and split cover, midi",3277
0408010G0BBABAB,Neurontin 300mg capsules,5611
0906040N0AAA1A1,Calcium and Ergocalciferol tablets,26516
0802010G0AAADAD,Azathioprine 25mg tablets,170987
21020001149,VaPro Pocket hydrophilic catheter male 10Ch-16Ch,40295
23355603853,Welland Aura colostomy bag midi 13-60/80mm clear,1042
040801050AACHCH,Topiramate 100mg/5ml oral suspension sugar free,2584
0407020A0BJAAAW,Abstral 100microgram sublingual tablets,3103
0913271B0BHABAU,Warburtons gluten free white rolls,7574
1106000AKBBAAAA,Saflutan 15micrograms/ml eye drops 0.3ml unit dose,23092
20030800025,Aquacel Ribbon dressing 2cm x 45cm,20755
1502010J0BVAAEQ,Bonjela Junior gel,4327
0205051U0AAAFAF,Trandolapril 4mg capsules,16519
1306030A0AAAAAA,Brimonidine 3mg/g gel,17424
0302000N0BMAAAZ,Stalpex 50microg/dose / 500microg/dose dry powder inh,7613
0913142C0BBACAB,Calogen emulsion strawberry,7927
23851008502,Brava Coloplast protective sheet 20cm x 20cm,279
23351003839,"SenSura Mio colostomy bag with filter, mini 15-45mm",4097
23944809525,Combihesive Natura two piece ostomy system ileostomy bag standard 45mm clear,77
0604011L0AABEBE,Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets,766
0403010Y0AAAAAA,Trimipramine 50mg capsules,8692
23453374525,Neutralise Clean Fresh Gardenia Drops,2650
21280000167,Peristeen Plus anal irrigation system tubes,1112
21270002830,Mediven Cosy MTM class 2 (23-32mmHg) tights open toe,231
0605010S0BHADBK,Omnitrope SurePal 5 5mg/1.5ml inj cartridges,3626
0914032C0BBAAAA,Vital 1.5kcal tube feed liquid vanilla,7580
22302083008,GB Libra latex free sheath pop on 35mm,301
22303953126,Clear Advantage Spirit sheath style 2 pop-on 32mm,1789
21210000006,Aequasyal protective mouth spray,1067
23945909427,"Combimate two piece ostomy system colostomy bag with filter, large 57mm",72
0407010H0AABQBQ,Paracetamol 120mg suppositories,5693
23461064601,Independence absorbent strips,336
1303000AABFAAAA,Menthoderm 0.5% cream,1219
1305020C0AABCBC,Coal tar 6% cream,454
21410000119,Debrisoft pad 13cm x 20cm,776
21270002864,Jobst Confidence custom fit class 3 (34-46mmHg) below knee,152
0409010ACAAABAB,Apomorphine 100mg/20ml solution for infusion vials,172
23355903689,"Moderma Flex soft convex colostomy bag with filter and CeraPlus skin barrier, maxi 15-38mm beige",602
20031700126,Durafiber dressing 10cm x 10cm square,1215
20030800050,Sorbsan Packing dressing 2g,310
21020001444,Urinary all silicone foley catheter + guidewire hole & glycerine filled syringe standard 16Ch-20Ch,94
23941010091,"SenSura Mio Click two piece ostomy system high output ileo bag+filter & soft outlet,XXXlge 60mm grey",189
23941010078,SenSura Mio Flex two piece ostomy system light convex baseplate 70mm 15-53mm,689
23305951126,Suportx male ostomy girdle bespoke black,397
0913311B0BBABAA,Meritene Energis Soup oral powder 50g sachets vegetable,1683
21270000339,Venosan 5000 class 2 (5002) (23-32mmHg) below knee,573
1001010N0BBAAAA,Ponstan 250mg capsules,1957
21020001154,VaPro Plus catheter female 12Ch-14Ch,851
21020001426,LINC all silicone catheter with integral balloon and water filled syringe paediatric 8Ch,184
21020000446,PTFE AquaFlate coated latex catheter female 12Ch-18Ch,566
23963459700,"Pelican Platinum with Vitamin E convex urostomy bag with bung, standard 12-40mm clear",541
21040000278,Optima TCu 380A intrauterine contraceptive device,722
21270001076,Mediven Mondi MTM zip for lymphoedema garment lower extremities,330
20030600335,ActivHeal Foam Heel dressing 12cm x 18cm,842
0407020ADBLABAI,Oxeltra 80mg modified-release tablets,2774
0913301A0BBADAB,Nutricia Flavour Sachets oral powder 5g sach cherry-vanilla,160
21270000762,Sigvaris Advance 2 medium compression (20-25mmHg) armsleeve with grip top and hand piece,787
0106050B0BEABA0,Moviprep Orange oral powder sachets,181
20030900284,kliniderm Foam Silicone Lite dressing 15cm x 15cm,78
20020201126,Coban 2 Lite Compression Layer bandage 15cm x 3.5m,40
23600706493,NovaLife TRE 1 ileostomy bag maxi 15-55/70mm,659
20031900025,Acticoat Flex 7 dressing 5cm x 5cm square,723
22300953000,Prosys Flofit self adhesive sheath standard 24mm,186
0601060D0ETAAA0,On Call Sure testing strips,82
23305951060,Vanilla Blush female support pantie girdle XX large black,35
20090000973,CliniFast stockinette leggings small adult,381
0401010ADAAAHAH,Melatonin 2.5mg capsules,182
1501042H0AAABAB,Parecoxib 40mg powder for solution for injection vials,188
1404000F0AAAXAX,dTAP/IPV inj 0.5ml pfs,24
23300000048,Suportx shield ostomy belt with Easy Peel fastening large 20cm right shield black,134
21270000211,Jobst Opaque class 2 (23-32mmHg) thigh length open toe with sensitive band standard,63
23301023290,Comfizz Level I support thong medium/large black,27
23603456399,"Pelican Platinum convex ileostomy bag with filter, maxi",229
23354803627,"Esteem+ colostomy bag with filter, standard 50mm opaque",61
1302011L0BKAAAH,Oilatum gel,172
23600106356,"Moderma Flex soft convex ileo bag+fltr, CeraPlus s/barr, adh bdr & Lock 'n' Roll, midi 30mm beige",155
0409030B0BCACAG,Botox 200unit powder for solution for injection vials,106
091101000AAFSFS,Arginine 2g/5ml oral solution,60
20030400295,Silvercel dressing 2.5cm x 30.5cm rectangular,56
20033000131,kliniderm Film dressing 10cm x 12cm,41
23301083021,Fulcionel male support boxers/briefs,141
23300263883,Suportx ostomy belt made to measure 20cm skin,85
21270001395,Juzo Expert custom fit class 1 (18-21mmHg) bermuda pants,59
23605906187,"Moderma Flex soft convex ileo bag+fltr,CeraPlus s/barr,diamond/barr, Lock'n'Roll, midi 25mm beige",34
0407020ADBTAAAK,Ixyldone 5mg modified-release tablets,57
23941009961,"SenSura Click two piece ostomy system ileostomy bag with dual filter, maxi clear 60mm",39
21270000633,Altiven class 2 (23-32mmHg) below knee closed toe,59
0407010F0BVACAW,Codipar 15mg/500mg effervescent tablets,49
0501070M0AAAAAA,Fusidic acid 250mg/5ml oral suspension,77
20033000111,kliniderm Alginate dressing 10cm x 20cm,61
21290000149,VACOpedes diabetic orthosis medium,28
21270002808,Sigvaris Style Transparent (15-20mmHg) tights closed toe,56
0402010C0AAACAC,Clozapine 50mg tablets,118
20030900455,Tegaderm Silicone Foam Non-Bordered dressing 15cm x 15cm,46
1305020S0AACTCT,Salicylic acid 1% in Aqueous cream,41
1502010C0BBAHAK,Marcain Heavy 0.5% solution for injection 4ml ampoules,45
23941009501,Assura two piece ostomy system urostomy bag midi 50mm,51
0205051R0AAAFAF,Ramipril 2.5mg/5ml oral liquid,36
0205052I0BBAAAA,Aprovel 75mg tablets,70
23940109670,Conform 2 two piece ostomy system FlexWear convex floating flange + adhesive border 55mm stoma 32mm,26
0401030T0BBABAB,Seconal Sodium 100mg capsules,24
040702050BBAGAB,Palladone SR 24mg capsules,43
1106000L0AAAAAA,Latanoprost 50micrograms/ml eye drops,2076862
0913011W0BBABAB,Fortisip Compact Protein liquid (9 flavours),374868
0205052N0AAABAB,Losartan 50mg tablets,4516171
0407010H0AAAQAQ,Paracetamol 500mg soluble tablets,338948
21300000168,Hy-Opti 0.2% eye drops preservative free,36729
0404000M0AAAAAA,Methylphenidate 10mg tablets,158684
0704020Z0AAAAAA,Trospium chloride 20mg tablets,115497
0906040G0BPAABX,Cacit D3 effervescent granules sachets,37544
20020200933,Actico bandage 8cm x 6m,3570
0212000B0BBADAD,Lipitor 80mg tablets,13036
20050600168,Provox Life Shower tracheostomy protector,833
0603020T0AABLBL,Prednisolone 5mg/5ml oral solution unit dose,12373
0401010Z0BBAAAA,Zimovane 7.5mg tablets,12726
0702020F0AAAGAG,Clotrimazole 10% vaginal cream,16554
0601023AUBBAAAA,Xultophy 100units/ml / 3.6mg/ml inj 3ml pre-filled pens,17235
0604011G0BCAGBR,Estraderm MX 75 patches,23446
1106000AFAAAAAA,Bimatoprost 300micrograms/ml eye drops,49180
22303953061,Clear Advantage silicone sheath medium,1636
0604011G0BMAABD,Elleste Solo 1mg tablets,64647
0704020ABAAAFAF,Solifenacin 1mg/ml oral suspension sugar free,6429
0704020N0BFABAI,Neditol XL 2mg capsules,14723
21010900898,Neon Verifine Safety hypod ins needles for pre-filled / reusable pen injectors screw on 5mm/31gauge,4674
21270002580,Haddenham Star Cotton MTO non-standard colour for lymphoedema garment,375
1106000AFAAADAD,Bimatoprost 300micrograms/ml eye drops preservative free,28000
1001022K0AAAFAF,Methylprednisolone 80mg / Lidocaine 20mg/2ml (1%) inj vials,18143
21012500120,Sodium bicarbonate 5% ear drops,5020
0802020T0BCADAT,Advagraf 3mg modified-release capsules,2973
23800908015,Welland stoma paste,1531
0913011K0BBABAA,Altraplen Protein liquid vanilla,4927
23355603787,"Welland FreeStyle Vie colostomy bag with Dual Carb filter, large 13mm beige",405
040201030AAALAL,Risperidone 1mg orodispersible tablets sugar free,5264
0402010ABAABABA,Quetiapine 150mg modified-release tablets,26368
0913011D0BBAFAD,Aymes Shake Fibre powder 57g sachets vanilla,656
23961009685,SenSura Mio soft convex urostomy bag maxi 10-33mm grey,4101
22506155026,"Livfria sterile leg bag discreet 500ml bag, regular, short tube",423
23603456365,"Pelican Platinum Contour ileostomy bag with filter, maxi",215
0913261G0BDAAAD,Juvela low protein mix,394
0402010ADAAAFAF,Aripiprazole 15mg orodispersible tablets sugar free,6979
0501030L0BBABAB,Tetralysal 300 capsules,12128
23255952508,Cuiwear male ostomy support trunks grey marl,66
21280000143,Navina anal irrigation system rectal catheter set,372
0409030P0BBACAC,Nootropil 1200mg tablets,413
0913011F0BCAEAD,Foodlink Complete Compact powder 57g sachets strawberry,6952
0402020ABAAADAD,Paliperidone 150mg/1.5ml prolonged-release inj pf syringes,4411
21200000072,Mediven Ulcer Kit compression liner pack,1356
0205052X0BBAAAA,Co-Diovan 160mg/12.5mg tablets,767
0407010H0AADUDU,Paracetamol 1g effervescent tablets sugar free,3503
0902021S0BFADAB,Sodium chloride 0.9% inj 5ml Mini-Plasco ampoules,575
0703010T0BBAAAA,Drovelis 3mg/14.2mg tablets,256
23354103761,"Confidence Supersoft convex colostomy bag with filter, standard 13-38mm",189
1003020Y0BDACAD,Deep Freeze Cold spray,66
23940709668,Nova 2 EasiFold two piece ostomy system ileostomy bag opaque 55mm,1366
23305951098,Vanilla Blush Level 2/3 female support vest large white,73
0208010D0BCAFAF,Inhixa 120mg/0.8ml inj pre-filled syringes,3460
0408010AKBBACAC,Fycompa 6mg tablets,552
21012600137,"Balance ring pessary size 3, 64mm diameter, silicone without support/folding",1774
1106000P0BDAAAC,Eydelto 20mg/ml eye drops,5620
0914011M0BBAAAA,Fresubin 2kcal HP tube liquid feed,1017
